Timestamp, upperLink1, upperLink2, upperLink3, upperLink4, lowerLink1, lowerLink2, lowerLink3, lowerLink4, gripUpperR, gripUpperL, gripLowerR, gripLowerL
31.20008, -0.9551838, 1.287128, 0.1500001, 0.5256059, 1.135267, -1.589855, 0.1800014, -1.053254, 0.05499998, -0.04810639, 0.05434113, -0.05500013, 
31.30008, -0.9551838, 1.287128, 0.1500001, 0.5256059, 1.135267, -1.589855, 0.1800014, -1.053254, 0.05499998, -0.04810639, 0.05434113, -0.05500013, 
31.40008, -0.9551838, 1.287128, 0.1500001, 0.5256059, 1.135267, -1.589855, 0.1800014, -1.053254, 0.05499998, -0.04810639, 0.05434113, -0.05500013, 
31.50008, -0.9551838, 1.287128, 0.1500001, 0.5256059, 1.135267, -1.589855, 0.1800014, -1.053254, 0.05499998, -0.04810639, 0.05434113, -0.05500013, 
31.60008, -0.9551838, 1.287128, 0.1500001, 0.5256059, 1.135267, -1.589855, 0.1800014, -1.053254, 0.05499998, -0.04810639, 0.05434113, -0.05500013, 
31.70008, -0.9551838, 1.287128, 0.1500001, 0.5256059, 1.135267, -1.589855, 0.1800014, -1.053254, 0.05499998, -0.04810639, 0.05434113, -0.05500013, 
31.80009, -0.9551838, 1.287128, 0.1500001, 0.5256059, 1.135267, -1.589855, 0.1800014, -1.053254, 0.05499998, -0.04810639, 0.05434113, -0.05500013, 
31.90009, -0.9551838, 1.287128, 0.1500001, 0.5256059, 1.135267, -1.589855, 0.1800014, -1.053254, 0.05499998, -0.04810639, 0.05434113, -0.05500013, 
32.00008, -0.9551838, 1.287128, 0.1500001, 0.5256059, 1.135267, -1.589855, 0.1800014, -1.053254, 0.05499998, -0.04810639, 0.05434113, -0.05500013, 
32.10008, -0.9551838, 1.287128, 0.1500001, 0.5256059, 1.135267, -1.589855, 0.1800014, -1.053254, 0.05499998, -0.04810639, 0.05434113, -0.05500013, 
32.20008, -0.9551838, 1.287128, 0.1500001, 0.5256059, 1.135267, -1.589855, 0.1800014, -1.053254, 0.05499998, -0.04810639, 0.05434113, -0.05500013, 
32.30008, -0.9658652, 1.315786, 0.1500002, 0.5551718, 1.12188, -1.605197, 0.1800012, -1.066518, 0.05500006, -0.04804002, 0.05431752, -0.055, 
32.40008, -0.9658652, 1.315786, 0.1500002, 0.5551718, 1.12188, -1.605197, 0.1800012, -1.066518, 0.05500006, -0.04804002, 0.05431752, -0.055, 
32.50008, -0.9658652, 1.315786, 0.1500002, 0.5551718, 1.12188, -1.605197, 0.1800012, -1.066518, 0.05500006, -0.04804002, 0.05431752, -0.055, 
32.60007, -0.9658652, 1.315786, 0.1500002, 0.5551718, 1.12188, -1.605197, 0.1800012, -1.066518, 0.05500006, -0.04804002, 0.05431752, -0.055, 
32.70007, -0.9658652, 1.315786, 0.1500002, 0.5551718, 1.12188, -1.605197, 0.1800012, -1.066518, 0.05500006, -0.04804002, 0.05431752, -0.055, 
32.80007, -0.9658652, 1.315786, 0.1500002, 0.5551718, 1.12188, -1.605197, 0.1800012, -1.066518, 0.05500006, -0.04804002, 0.05431752, -0.055, 
32.90007, -0.9658652, 1.315786, 0.1500002, 0.5551718, 1.12188, -1.605197, 0.1800012, -1.066518, 0.05500006, -0.04804002, 0.05431752, -0.055, 
33.00007, -0.9658652, 1.315786, 0.1500002, 0.5551718, 1.12188, -1.605197, 0.1800012, -1.066518, 0.05500006, -0.04804002, 0.05431752, -0.055, 
33.10007, -0.9658652, 1.315786, 0.1500002, 0.5551718, 1.12188, -1.605197, 0.1800012, -1.066518, 0.05500006, -0.04804002, 0.05431752, -0.055, 
33.20007, -0.9658652, 1.315786, 0.1500002, 0.5551718, 1.12188, -1.605197, 0.1800012, -1.066518, 0.05500006, -0.04804002, 0.05431752, -0.055, 
33.30006, -0.9658652, 1.315786, 0.1500002, 0.5551718, 1.12188, -1.605197, 0.1800012, -1.066518, 0.05500006, -0.04804002, 0.05431752, -0.055, 
33.40006, -0.9658652, 1.315786, 0.1500002, 0.5551718, 1.12188, -1.605197, 0.1800012, -1.066518, 0.05500006, -0.04804002, 0.05431752, -0.055, 
33.50006, -0.9658652, 1.315786, 0.1500002, 0.5551718, 1.12188, -1.605197, 0.1800012, -1.066518, 0.05500006, -0.04804002, 0.05431752, -0.055, 
33.60006, -0.9658652, 1.315786, 0.1500002, 0.5551718, 1.12188, -1.605197, 0.1800012, -1.066518, 0.05500006, -0.04804002, 0.05431752, -0.055, 
33.70006, -0.9668251, 1.340919, 0.1499999, 0.5851914, 1.110902, -1.616018, 0.1800013, -1.073098, 0.05499998, -0.04821127, 0.05434522, -0.05500014, 
33.80006, -0.9668251, 1.340919, 0.1499999, 0.5851914, 1.110902, -1.616018, 0.1800013, -1.073098, 0.05499998, -0.04821127, 0.05434522, -0.05500014, 
33.90005, -0.9668251, 1.340919, 0.1499999, 0.5851914, 1.110902, -1.616018, 0.1800013, -1.073098, 0.05499998, -0.04821127, 0.05434522, -0.05500014, 
34.00005, -0.9668251, 1.340919, 0.1499999, 0.5851914, 1.110902, -1.616018, 0.1800013, -1.073098, 0.05499998, -0.04821127, 0.05434522, -0.05500014, 
34.10005, -0.9668251, 1.340919, 0.1499999, 0.5851914, 1.110902, -1.616018, 0.1800013, -1.073098, 0.05499998, -0.04821127, 0.05434522, -0.05500014, 
34.20005, -0.9668251, 1.340919, 0.1499999, 0.5851914, 1.110902, -1.616018, 0.1800013, -1.073098, 0.05499998, -0.04821127, 0.05434522, -0.05500014, 
34.30005, -0.9668251, 1.340919, 0.1499999, 0.5851914, 1.110902, -1.616018, 0.1800013, -1.073098, 0.05499998, -0.04821127, 0.05434522, -0.05500014, 
34.40005, -0.9668251, 1.340919, 0.1499999, 0.5851914, 1.110902, -1.616018, 0.1800013, -1.073098, 0.05499998, -0.04821127, 0.05434522, -0.05500014, 
34.50005, -0.9668251, 1.340919, 0.1499999, 0.5851914, 1.110902, -1.616018, 0.1800013, -1.073098, 0.05499998, -0.04821127, 0.05434522, -0.05500014, 
34.60004, -0.9668251, 1.340919, 0.1499999, 0.5851914, 1.110902, -1.616018, 0.1800013, -1.073098, 0.05499998, -0.04821127, 0.05434522, -0.05500014, 
34.70004, -0.9668251, 1.340919, 0.1499999, 0.5851914, 1.110902, -1.616018, 0.1800013, -1.073098, 0.05499998, -0.04821127, 0.05434522, -0.05500014, 
34.80004, -0.9668251, 1.340919, 0.1499999, 0.5851914, 1.110902, -1.616018, 0.1800013, -1.073098, 0.05499998, -0.04821127, 0.05434522, -0.05500014, 
34.90004, -0.9668251, 1.340919, 0.1499999, 0.5851914, 1.110902, -1.616018, 0.1800013, -1.073098, 0.05499998, -0.04821127, 0.05434522, -0.05500014, 
35.00004, -0.9668251, 1.340919, 0.1499999, 0.5851914, 1.110902, -1.616018, 0.1800013, -1.073098, 0.05499998, -0.04821127, 0.05434522, -0.05500014, 
35.10004, -0.9668251, 1.340919, 0.1499999, 0.5851914, 1.110902, -1.616018, 0.1800013, -1.073098, 0.05499998, -0.04821127, 0.05434522, -0.05500014, 
35.20004, -0.9445722, 1.325909, 0.1459485, 0.6302035, 1.070306, -1.591234, 0.1747297, -1.080219, 0.05226774, -0.05429963, 0.05499999, -0.05018074, 
35.30003, -0.9445722, 1.325909, 0.1459485, 0.6302035, 1.070306, -1.591234, 0.1747297, -1.080219, 0.05226774, -0.05429963, 0.05499999, -0.05018074, 
35.40003, -0.9445722, 1.325909, 0.1459485, 0.6302035, 1.070306, -1.591234, 0.1747297, -1.080219, 0.05226774, -0.05429963, 0.05499999, -0.05018074, 
35.50003, -0.9445722, 1.325909, 0.1459485, 0.6302035, 1.070306, -1.591234, 0.1747297, -1.080219, 0.05226774, -0.05429963, 0.05499999, -0.05018074, 
35.60003, -0.9445722, 1.325909, 0.1459485, 0.6302035, 1.070306, -1.591234, 0.1747297, -1.080219, 0.05226774, -0.05429963, 0.05499999, -0.05018074, 
35.70003, -0.9445722, 1.325909, 0.1459485, 0.6302035, 1.070306, -1.591234, 0.1747297, -1.080219, 0.05226774, -0.05429963, 0.05499999, -0.05018074, 
35.80003, -0.9445722, 1.325909, 0.1459485, 0.6302035, 1.070306, -1.591234, 0.1747297, -1.080219, 0.05226774, -0.05429963, 0.05499999, -0.05018074, 
