Timestamp, lowerLink1, lowerLink2, lowerLink3, lowerLink4, upperLink1, upperLink2, upperLink3, upperLink4, gripLowerR, gripLowerL, gripUpperR, gripUpperL,
3.168,-1.0048,1.3849,0.1491,-0.7698,0.8639,-1.1283,0.1500,0.3547,-0.0550,0.0550,-0.0550,0.0496, 
3.200999,-1.0059,1.3944,0.1491,-0.7808,0.8639,-1.1325,0.1500,0.3586,-0.0550,0.0550,-0.0550,0.0495, 
3.233999,-1.0136,1.4084,0.1491,-0.7997,0.8675,-1.1398,0.1500,0.3666,-0.0550,0.0550,-0.0550,0.0494, 
3.266999,-1.0178,1.4211,0.1491,-0.8156,0.8691,-1.1464,0.1500,0.3733,-0.0550,0.0550,-0.0550,0.0493, 
3.299999,-1.0202,1.4322,0.1491,-0.8289,0.8699,-1.1521,0.1500,0.3790,-0.0550,0.0550,-0.0550,0.0493, 
3.332999,-1.0216,1.4417,0.1491,-0.8400,0.8703,-1.1569,0.1500,0.3837,-0.0550,0.0550,-0.0550,0.0492, 
3.365999,-1.0226,1.4498,0.1491,-0.8492,0.8704,-1.1610,0.1500,0.3876,-0.0550,0.0550,-0.0550,0.0491, 
3.398999,-1.0300,1.4625,0.1491,-0.8665,0.8740,-1.1682,0.1500,0.3957,-0.0550,0.0550,-0.0550,0.0491, 
3.431999,-1.0340,1.4741,0.1491,-0.8811,0.8757,-1.1747,0.1500,0.4025,-0.0550,0.0550,-0.0550,0.0490, 
3.464999,-1.0363,1.4842,0.1491,-0.8933,0.8765,-1.1804,0.1500,0.4081,-0.0550,0.0550,-0.0550,0.0490, 
3.497999,-1.0377,1.4929,0.1491,-0.9035,0.8769,-1.1852,0.1500,0.4128,-0.0550,0.0550,-0.0550,0.0489, 
3.530999,-1.0386,1.5003,0.1491,-0.9120,0.8770,-1.1894,0.1500,0.4167,-0.0550,0.0550,-0.0550,0.0488, 
3.563999,-1.0423,1.5093,0.1491,-0.9236,0.8804,-1.1965,0.1500,0.4248,-0.0550,0.0550,-0.0550,0.0488, 
3.596999,-1.0444,1.5172,0.1491,-0.9332,0.8820,-1.2029,0.1500,0.4316,-0.0550,0.0550,-0.0550,0.0487, 
3.629999,-1.0455,1.5241,0.1491,-0.9413,0.8829,-1.2085,0.1500,0.4373,-0.0550,0.0550,-0.0550,0.0487, 
3.662999,-1.0462,1.5299,0.1491,-0.9481,0.8833,-1.2133,0.1500,0.4420,-0.0550,0.0550,-0.0550,0.0486, 
3.695999,-1.0467,1.5349,0.1491,-0.9537,0.8835,-1.2175,0.1500,0.4459,-0.0550,0.0550,-0.0550,0.0486, 
3.728999,-1.0498,1.5414,0.1491,-0.9624,0.8868,-1.2246,0.1500,0.4540,-0.0550,0.0550,-0.0550,0.0485, 
3.761999,-1.0515,1.5473,0.1491,-0.9697,0.8885,-1.2310,0.1500,0.4608,-0.0550,0.0550,-0.0550,0.0485, 
3.794999,-1.0524,1.5525,0.1492,-0.9757,0.8893,-1.2366,0.1500,0.4665,-0.0550,0.0550,-0.0550,0.0484, 
3.827999,-1.0529,1.5568,0.1492,-0.9808,0.8898,-1.2414,0.1500,0.4712,-0.0550,0.0550,-0.0550,0.0484, 
3.860999,-1.0533,1.5605,0.1492,-0.9850,0.8900,-1.2455,0.1500,0.4752,-0.0550,0.0549,-0.0550,0.0484, 
3.893999,-1.0564,1.5660,0.1492,-0.9925,0.8933,-1.2526,0.1500,0.4833,-0.0550,0.0549,-0.0550,0.0483, 
3.926999,-1.0579,1.5711,0.1492,-0.9988,0.8950,-1.2590,0.1500,0.4901,-0.0550,0.0549,-0.0550,0.0483, 
3.959999,-1.0588,1.5755,0.1492,-1.0041,0.8959,-1.2645,0.1500,0.4958,-0.0550,0.0549,-0.0550,0.0483, 
3.992999,-1.0593,1.5793,0.1492,-1.0085,0.8964,-1.2693,0.1500,0.5006,-0.0550,0.0549,-0.0550,0.0482, 
4.026,-1.0597,1.5824,0.1492,-1.0121,0.8966,-1.2733,0.1500,0.5045,-0.0550,0.0549,-0.0550,0.0482, 
4.059,-1.0628,1.5876,0.1492,-1.0191,0.9000,-1.2804,0.1500,0.5127,-0.0550,0.0549,-0.0550,0.0482, 
4.092,-1.0644,1.5922,0.1492,-1.0250,0.9018,-1.2867,0.1500,0.5195,-0.0550,0.0549,-0.0550,0.0482, 
4.125,-1.0652,1.5963,0.1492,-1.0300,0.9027,-1.2923,0.1500,0.5253,-0.0550,0.0549,-0.0550,0.0482, 
4.158,-1.0657,1.5998,0.1492,-1.0341,0.9038,-1.2974,0.1500,0.5300,-0.0550,0.0549,-0.0550,0.0481, 
4.191,-1.0662,1.6028,0.1492,-1.0376,0.9042,-1.3014,0.1500,0.5339,-0.0550,0.0549,-0.0550,0.0481, 
4.224,-1.0694,1.6079,0.1492,-1.0444,0.9077,-1.3084,0.1500,0.5420,-0.0550,0.0549,-0.0550,0.0481, 
4.256999,-1.0709,1.6123,0.1492,-1.0501,0.9099,-1.3150,0.1500,0.5489,-0.0550,0.0549,-0.0550,0.0480, 
4.289999,-1.0719,1.6164,0.1493,-1.0549,0.9108,-1.3205,0.1500,0.5546,-0.0550,0.0549,-0.0550,0.0480, 
4.322999,-1.0726,1.6199,0.1493,-1.0589,0.9113,-1.3253,0.1500,0.5593,-0.0550,0.0549,-0.0550,0.0480, 
4.355999,-1.0728,1.6226,0.1493,-1.0623,0.9119,-1.3294,0.1500,0.5633,-0.0550,0.0549,-0.0550,0.0480, 
4.388999,-1.0732,1.6252,0.1493,-1.0652,0.9152,-1.3363,0.1500,0.5714,-0.0550,0.0549,-0.0550,0.0480, 
4.421999,-1.0734,1.6274,0.1493,-1.0677,0.9170,-1.3426,0.1500,0.5783,-0.0550,0.0549,-0.0550,0.0480, 
4.454999,-1.0734,1.6291,0.1493,-1.0697,0.9181,-1.3482,0.1500,0.5840,-0.0550,0.0549,-0.0550,0.0479, 
4.487999,-1.0736,1.6307,0.1493,-1.0714,0.9186,-1.3529,0.1500,0.5888,-0.0550,0.0549,-0.0550,0.0479, 
4.520999,-1.0738,1.6320,0.1493,-1.0728,0.9188,-1.3568,0.1500,0.5929,-0.0550,0.0549,-0.0550,0.0480, 
4.553999,-1.0737,1.6328,0.1493,-1.0740,0.9224,-1.3638,0.1500,0.6011,-0.0550,0.0549,-0.0550,0.0480, 
4.586999,-1.0737,1.6338,0.1493,-1.0750,0.9241,-1.3700,0.1500,0.6080,-0.0550,0.0549,-0.0550,0.0480, 
4.619999,-1.0738,1.6346,0.1493,-1.0758,0.9249,-1.3754,0.1500,0.6138,-0.0550,0.0549,-0.0550,0.0480, 
4.652999,-1.0737,1.6351,0.1493,-1.0765,0.9257,-1.3801,0.1500,0.6186,-0.0550,0.0549,-0.0550,0.0480, 
4.685999,-1.0738,1.6357,0.1493,-1.0771,0.9259,-1.3840,0.1500,0.6226,-0.0550,0.0549,-0.0550,0.0480, 
4.718999,-1.0739,1.6362,0.1493,-1.0775,0.9260,-1.3873,0.1500,0.6260,-0.0550,0.0549,-0.0550,0.0481, 
4.751999,-1.0738,1.6364,0.1493,-1.0779,0.9295,-1.3937,0.1500,0.6336,-0.0550,0.0549,-0.0550,0.0481, 
4.784999,-1.0737,1.6368,0.1494,-1.0782,0.9311,-1.3995,0.1500,0.6400,-0.0550,0.0549,-0.0550,0.0481, 
4.817999,-1.0738,1.6371,0.1494,-1.0785,0.9319,-1.4045,0.1500,0.6454,-0.0550,0.0549,-0.0550,0.0481, 
4.850999,-1.0737,1.6372,0.1493,-1.0788,0.9319,-1.4087,0.1500,0.6500,-0.0550,0.0549,-0.0550,0.0481, 
4.883999,-1.0737,1.6373,0.1493,-1.0789,0.9351,-1.4159,0.1500,0.6586,-0.0550,0.0549,-0.0550,0.0482, 
4.916999,-1.0735,1.6375,0.1493,-1.0791,0.9368,-1.4224,0.1500,0.6659,-0.0550,0.0549,-0.0550,0.0482, 
4.949999,-1.0734,1.6377,0.1493,-1.0792,0.9378,-1.4280,0.1500,0.6719,-0.0550,0.0549,-0.0550,0.0482, 
4.982999,-1.0734,1.6376,0.1493,-1.0793,0.9377,-1.4329,0.1500,0.6770,-0.0550,0.0549,-0.0550,0.0483, 
5.015999,-1.0733,1.6376,0.1493,-1.0794,0.9381,-1.4370,0.1500,0.6813,-0.0550,0.0549,-0.0550,0.0483, 
5.048999,-1.0733,1.6377,0.1493,-1.0795,0.9414,-1.4440,0.1500,0.6896,-0.0550,0.0549,-0.0550,0.0483, 
